rank,model_id,provider_name,provider_model_id,provider_score,avg_tps,avg_ttft_ms,input_cost_per_token,output_cost_per_token,is_free_tier,free_tier_quality,avg_agentic_coding_score
36,devstral-2512,cortecs,devstral-2512,51.394298794896486,,,0.0,0.0,1,high,51.394298794896486
37,glm-4-5,zhipuai-coding-plan,glm-4.5,49.16300690600849,,,0.0,0.0,1,high,49.16300690600849
38,glm-4-5,zai-coding-plan,glm-4.5,49.16300690600849,,,0.0,0.0,1,high,49.16300690600849
39,glm-4-6,iflowcn,glm-4.6,47.29499120623104,,,0.0,0.0,1,high,47.29499120623104
40,glm-4-6,zhipuai-coding-plan,glm-4.6,47.29499120623104,,,0.0,0.0,1,high,47.29499120623104
41,glm-4-6,zai-coding-plan,glm-4.6,47.29499120623104,,,0.0,0.0,1,high,47.29499120623104
42,glm-4-6v,zhipuai-coding-plan,glm-4.6v,41.10000000000001,,,0.0,0.0,1,high,41.10000000000001
43,glm-4-6v,zai-coding-plan,glm-4.6v,41.10000000000001,,,0.0,0.0,1,high,41.10000000000001
44,qwen3-coder-next,alibaba-coding-plan,qwen3-coder-next,40.0,,,0.0,0.0,1,high,40.0
45,qwen3-coder-next,alibaba-coding-plan-cn,qwen3-coder-next,40.0,,,0.0,0.0,1,high,40.0
46,qwen3-32b,iflowcn,qwen3-32b,39.28891933176167,,,0.0,0.0,1,high,39.28891933176167
47,gpt-oss-120b,openrouter,openai/gpt-oss-120b:free,38.338293395156576,,,0.0,0.0,1,high,38.338293395156576
48,gpt-oss-120b,nvidia,openai/gpt-oss-120b,38.338293395156576,,,0.0,0.0,1,high,38.338293395156576
49,gpt-oss-120b,privatemode-ai,gpt-oss-120b,38.338293395156576,,,0.0,0.0,1,high,38.338293395156576
50,gpt-oss-120b,kilo,openai/gpt-oss-120b:free,38.338293395156576,,,0.0,0.0,1,high,38.338293395156576
51,gpt-oss-120b,cortecs,gpt-oss-120b,38.338293395156576,,,0.0,0.0,1,high,38.338293395156576
52,devstral-2-123b-instruct-2512,nvidia,mistralai/devstral-2-123b-instruct-2512,37.5,,,0.0,0.0,1,high,37.5
53,nvidia-llama-3-3-nemotron-super-49b-v1,nvidia,nvidia/llama-3.3-nemotron-super-49b-v1,36.7753321646128,,,0.0,0.0,1,high,36.7753321646128
54,llama-3-1-405b-instruct,cortecs,llama-3.1-405b-instruct,36.43209313537063,,,0.0,0.0,1,high,36.43209313537063
55,glm-4-5v,zhipuai-coding-plan,glm-4.5v,35.199999999999996,,,0.0,0.0,1,high,35.199999999999996
56,glm-4-5v,zai-coding-plan,glm-4.5v,35.199999999999996,,,0.0,0.0,1,high,35.199999999999996
57,nvidia-nemotron-nano-12b-v2-vl,openrouter,nvidia/nemotron-nano-12b-v2-vl:free,34.50000000000001,,,0.0,0.0,1,high,34.50000000000001
58,nvidia-nemotron-nano-12b-v2-vl,kilo,nvidia/nemotron-nano-12b-v2-vl:free,34.50000000000001,,,0.0,0.0,1,high,34.50000000000001
59,llama-3-3-70b-instruct,llama,llama-3.3-70b-instruct,34.43202893991029,,,0.0,0.0,1,high,34.43202893991029
60,glm-4-7-flash,zai,glm-4.7-flash,25.399999999999995,,,0.0,0.0,1,high,25.399999999999995
61,glm-4-7-flash,zhipuai,glm-4.7-flash,25.399999999999995,,,0.0,0.0,1,high,25.399999999999995
62,glm-4-7-flash,zai-coding-plan,glm-4.7-flash,25.399999999999995,,,0.0,0.0,1,high,25.399999999999995
63,gemma-3n-e4b-it,openrouter,google/gemma-3n-e4b-it:free,23.165105716345046,,,0.0,0.0,1,high,23.165105716345046
64,gemma-3n-e4b-it,nvidia,google/gemma-3n-e4b-it,23.165105716345046,,,0.0,0.0,1,high,23.165105716345046
65,gemma-3n-e4b-it,kilo,google/gemma-3n-e4b-it:free,23.165105716345046,,,0.0,0.0,1,high,23.165105716345046
66,nvidia-llama-3-1-nemotron-51b-instruct,nvidia,nvidia/llama-3.1-nemotron-51b-instruct,22.414603587090227,,,0.0,0.0,1,high,22.414603587090227
67,gemma-3-4b-it,openrouter,google/gemma-3-4b-it:free,18.636990857526392,,,0.0,0.0,1,high,18.636990857526392
68,gemma-3-4b-it,kilo,google/gemma-3-4b-it:free,18.636990857526392,,,0.0,0.0,1,high,18.636990857526392
69,gemma-3-27b,privatemode-ai,gemma-3-27b,13.7,,,0.0,0.0,1,high,13.7
70,meta-llama3-8b-instruct,nvidia,meta/llama3-8b-instruct,13.362126597569105,,,0.0,0.0,1,high,13.362126597569105
71,coding-glm-4-7-free,aihubmix,coding-glm-4.7-free,,,,0.0,0.0,1,high,
72,coding-glm-5-free,aihubmix,coding-glm-5-free,,,,0.0,0.0,1,high,
73,coding-minimax-m2-1-free,aihubmix,coding-minimax-m2.1-free,,,,0.0,0.0,1,high,
74,deepseek-r1-distill-llama-8b,alibaba-cn,deepseek-r1-distill-llama-8b,,,,0.0,0.0,1,high,
75,deepseek-r1-distill-qwen-1-5b,alibaba-cn,deepseek-r1-distill-qwen-1-5b,,,,0.0,0.0,1,high,
76,qwen3-5-plus,alibaba-coding-plan,qwen3.5-plus,,,,0.0,0.0,1,high,
77,qwen3-coder-plus,alibaba-coding-plan,qwen3-coder-plus,,,,0.0,0.0,1,high,
78,qwen3-max-2026-01-23,alibaba-coding-plan,qwen3-max-2026-01-23,,,,0.0,0.0,1,high,
79,qwen3-5-plus,alibaba-coding-plan-cn,qwen3.5-plus,,,,0.0,0.0,1,high,
80,qwen3-coder-plus,alibaba-coding-plan-cn,qwen3-coder-plus,,,,0.0,0.0,1,high,
81,qwen3-max-2026-01-23,alibaba-coding-plan-cn,qwen3-max-2026-01-23,,,,0.0,0.0,1,high,
82,azure-ai-cohere-rerank-v3-5,azure_ai,azure_ai/cohere-rerank-v3.5,,,,0.0,0.0,1,high,
83,azure-ai-cohere-rerank-v3-english,azure_ai,azure_ai/cohere-rerank-v3-english,,,,0.0,0.0,1,high,
84,azure-ai-cohere-rerank-v3-multilingual,azure_ai,azure_ai/cohere-rerank-v3-multilingual,,,,0.0,0.0,1,high,
85,azure-ai-cohere-rerank-v4-0-fast,azure_ai,azure_ai/cohere-rerank-v4.0-fast,,,,0.0,0.0,1,high,
86,azure-ai-cohere-rerank-v4-0-pro,azure_ai,azure_ai/cohere-rerank-v4.0-pro,,,,0.0,0.0,1,high,
87,amazon-rerank-v1,bedrock,amazon.rerank-v1:0,,,,0.0,0.0,1,high,
88,cohere-rerank-v3-5,bedrock,cohere.rerank-v3-5:0,,,,0.0,0.0,1,high,
89,workers-ai-@cf-deepgram-aura-2-en,cloudflare-ai-gateway,workers-ai/@cf/deepgram/aura-2-en,,,,0.0,0.0,1,high,
90,workers-ai-@cf-deepgram-aura-2-es,cloudflare-ai-gateway,workers-ai/@cf/deepgram/aura-2-es,,,,0.0,0.0,1,high,
91,workers-ai-@cf-deepgram-nova-3,cloudflare-ai-gateway,workers-ai/@cf/deepgram/nova-3,,,,0.0,0.0,1,high,
92,workers-ai-@cf-facebook-bart-large-cnn,cloudflare-ai-gateway,workers-ai/@cf/facebook/bart-large-cnn,,,,0.0,0.0,1,high,
93,workers-ai-@cf-myshell-ai-melotts,cloudflare-ai-gateway,workers-ai/@cf/myshell-ai/melotts,,,,0.0,0.0,1,high,
94,workers-ai-@cf-pipecat-ai-smart-turn-v2,cloudflare-ai-gateway,workers-ai/@cf/pipecat-ai/smart-turn-v2,,,,0.0,0.0,1,high,
95,@cf-deepgram-aura-2-en,cloudflare-workers-ai,@cf/deepgram/aura-2-en,,,,0.0,0.0,1,high,
96,@cf-deepgram-aura-2-es,cloudflare-workers-ai,@cf/deepgram/aura-2-es,,,,0.0,0.0,1,high,
97,@cf-deepgram-nova-3,cloudflare-workers-ai,@cf/deepgram/nova-3,,,,0.0,0.0,1,high,
98,@cf-facebook-bart-large-cnn,cloudflare-workers-ai,@cf/facebook/bart-large-cnn,,,,0.0,0.0,1,high,
99,@cf-myshell-ai-melotts,cloudflare-workers-ai,@cf/myshell-ai/melotts,,,,0.0,0.0,1,high,
100,@cf-pipecat-ai-smart-turn-v2,cloudflare-workers-ai,@cf/pipecat-ai/smart-turn-v2,,,,0.0,0.0,1,high,
101,codestral-codestral-2405,codestral,codestral/codestral-2405,,,,0.0,0.0,1,high,
102,codestral-codestral-latest,codestral,codestral/codestral-latest,,,,0.0,0.0,1,high,
103,rerank-english-v2-0,cohere,rerank-english-v2.0,,,,0.0,0.0,1,high,
104,rerank-english-v3-0,cohere,rerank-english-v3.0,,,,0.0,0.0,1,high,
105,rerank-multilingual-v2-0,cohere,rerank-multilingual-v2.0,,,,0.0,0.0,1,high,
106,rerank-multilingual-v3-0,cohere,rerank-multilingual-v3.0,,,,0.0,0.0,1,high,
107,rerank-v3-5,cohere,rerank-v3.5,,,,0.0,0.0,1,high,
108,devstral-small-2512,cortecs,devstral-small-2512,,,,0.0,0.0,1,high,
109,fireworks-ai-accounts-fireworks-models-fireworks-asr-large,fireworks_ai,fireworks_ai/accounts/fireworks/models/fireworks-asr-large,,,,0.0,0.0,1,high,
110,fireworks-ai-accounts-fireworks-models-fireworks-asr-v2,fireworks_ai,fireworks_ai/accounts/fireworks/models/fireworks-asr-v2,,,,0.0,0.0,1,high,
111,fireworks-ai-accounts-fireworks-models-qwen3-embedding-0p6b,fireworks_ai,fireworks_ai/accounts/fireworks/models/qwen3-embedding-0p6b,,,,0.0,0.0,1,high,
112,fireworks-ai-accounts-fireworks-models-qwen3-embedding-4b,fireworks_ai,fireworks_ai/accounts/fireworks/models/qwen3-embedding-4b,,,,0.0,0.0,1,high,
113,fireworks-ai-accounts-fireworks-models-qwen3-reranker-0p6b,fireworks_ai,fireworks_ai/accounts/fireworks/models/qwen3-reranker-0p6b,,,,0.0,0.0,1,high,
114,fireworks-ai-accounts-fireworks-models-qwen3-reranker-4b,fireworks_ai,fireworks_ai/accounts/fireworks/models/qwen3-reranker-4b,,,,0.0,0.0,1,high,
115,fireworks-ai-accounts-fireworks-models-qwen3-reranker-8b,fireworks_ai,fireworks_ai/accounts/fireworks/models/qwen3-reranker-8b,,,,0.0,0.0,1,high,
116,fireworks-ai-accounts-fireworks-models-whisper-v3,fireworks_ai,fireworks_ai/accounts/fireworks/models/whisper-v3,,,,0.0,0.0,1,high,
117,fireworks-ai-accounts-fireworks-models-whisper-v3-turbo,fireworks_ai,fireworks_ai/accounts/fireworks/models/whisper-v3-turbo,,,,0.0,0.0,1,high,
118,fireworks-ai-default,fireworks_ai,fireworks-ai-default,,,,0.0,0.0,1,high,
119,gemini-2-0-flash-exp-image-generation,gemini,gemini-2.0-flash-exp-image-generation,,,,0.0,0.0,1,high,
120,gemini-gemini-2-0-flash-exp-image-generation,gemini,gemini/gemini-2.0-flash-exp-image-generation,,,,0.0,0.0,1,high,
121,gemini-gemini-exp-1114,gemini,gemini/gemini-exp-1114,,,,0.0,0.0,1,high,
122,gemini-gemini-exp-1206,gemini,gemini/gemini-exp-1206,,,,0.0,0.0,1,high,
123,gemini-gemma-3-27b-it,gemini,gemini/gemma-3-27b-it,,,,0.0,0.0,1,high,
124,gemini-learnlm-1-5-pro-experimental,gemini,gemini/learnlm-1.5-pro-experimental,,,,0.0,0.0,1,high,
125,gigachat-embeddings,gigachat,gigachat/Embeddings,,,,0.0,0.0,1,high,
126,gigachat-embeddings-2,gigachat,gigachat/Embeddings-2,,,,0.0,0.0,1,high,
127,gigachat-embeddingsgigar,gigachat,gigachat/EmbeddingsGigaR,,,,0.0,0.0,1,high,
128,gigachat-gigachat-2-lite,gigachat,gigachat/GigaChat-2-Lite,,,,0.0,0.0,1,high,
129,gigachat-gigachat-2-max,gigachat,gigachat/GigaChat-2-Max,,,,0.0,0.0,1,high,
130,gigachat-gigachat-2-pro,gigachat,gigachat/GigaChat-2-Pro,,,,0.0,0.0,1,high,
131,duo-chat-gpt-5-1,gitlab,duo-chat-gpt-5-1,,,,0.0,0.0,1,high,
132,duo-chat-gpt-5-2,gitlab,duo-chat-gpt-5-2,,,,0.0,0.0,1,high,
133,duo-chat-gpt-5-2-codex,gitlab,duo-chat-gpt-5-2-codex,,,,0.0,0.0,1,high,
134,duo-chat-gpt-5-codex,gitlab,duo-chat-gpt-5-codex,,,,0.0,0.0,1,high,
135,duo-chat-gpt-5-mini,gitlab,duo-chat-gpt-5-mini,,,,0.0,0.0,1,high,
136,duo-chat-haiku-4-5,gitlab,duo-chat-haiku-4-5,,,,0.0,0.0,1,high,
137,duo-chat-opus-4-5,gitlab,duo-chat-opus-4-5,,,,0.0,0.0,1,high,
138,duo-chat-opus-4-6,gitlab,duo-chat-opus-4-6,,,,0.0,0.0,1,high,
139,duo-chat-sonnet-4-5,gitlab,duo-chat-sonnet-4-5,,,,0.0,0.0,1,high,
140,duo-chat-sonnet-4-6,gitlab,duo-chat-sonnet-4-6,,,,0.0,0.0,1,high,
141,zai-org-glm-4-7-flash,huggingface,zai-org/GLM-4.7-Flash,,,,0.0,0.0,1,high,
142,deepseek-v3,iflowcn,deepseek-v3,,,,0.0,0.0,1,high,
143,kimi-k2,iflowcn,kimi-k2,,,,0.0,0.0,1,high,
144,qwen3-235b,iflowcn,qwen3-235b,,,,0.0,0.0,1,high,
145,qwen3-235b-a22b-instruct,iflowcn,qwen3-235b-a22b-instruct,,,,0.0,0.0,1,high,
146,qwen3-coder-plus,iflowcn,qwen3-coder-plus,,,,0.0,0.0,1,high,
147,qwen3-max-preview,iflowcn,qwen3-max-preview,,,,0.0,0.0,1,high,
148,qwen3-vl-plus,iflowcn,qwen3-vl-plus,,,,0.0,0.0,1,high,
149,xiaomimimo-mimo-v2-flash,jiekou,xiaomimimo/mimo-v2-flash,,,,0.0,0.0,1,high,
150,arcee-ai-trinity-large-preview,kilo,arcee-ai/trinity-large-preview:free,,,,0.0,0.0,1,high,
151,arcee-ai-trinity-mini,kilo,arcee-ai/trinity-mini:free,,,,0.0,0.0,1,high,
152,aurora-alpha,kilo,openrouter/aurora-alpha,,,,0.0,0.0,1,high,
153,cognitivecomputations-dolphin-mistral-24b-venice-edition,kilo,cognitivecomputations/dolphin-mistral-24b-venice-edition:free,,,,0.0,0.0,1,high,
154,deepseek-deepseek-r1-0528,kilo,deepseek/deepseek-r1-0528:free,,,,0.0,0.0,1,high,
155,gemma-3-12b-it,kilo,google/gemma-3-12b-it:free,,,,0.0,0.0,1,high,
156,gemma-3-27b-it,kilo,google/gemma-3-27b-it:free,,,,0.0,0.0,1,high,
157,gemma-3n-e2b-it,kilo,google/gemma-3n-e2b-it:free,,,,0.0,0.0,1,high,
158,liquid-lfm-2-5-1-2b-instruct,kilo,liquid/lfm-2.5-1.2b-instruct:free,,,,0.0,0.0,1,high,
159,liquid-lfm-2-5-1-2b-thinking,kilo,liquid/lfm-2.5-1.2b-thinking:free,,,,0.0,0.0,1,high,
160,meta-llama-llama-3-2-3b-instruct,kilo,meta-llama/llama-3.2-3b-instruct:free,,,,0.0,0.0,1,high,
161,meta-llama-llama-3-3-70b-instruct,kilo,meta-llama/llama-3.3-70b-instruct:free,,,,0.0,0.0,1,high,
162,minimax-minimax-m2-5,kilo,minimax/minimax-m2.5:free,,,,0.0,0.0,1,high,
163,mistral-small-3-1-24b-instruct,kilo,mistralai/mistral-small-3.1-24b-instruct:free,,,,0.0,0.0,1,high,
164,nousresearch-hermes-3-llama-3-1-405b,kilo,nousresearch/hermes-3-llama-3.1-405b:free,,,,0.0,0.0,1,high,
165,nvidia-nemotron-3-nano-30b-a3b,kilo,nvidia/nemotron-3-nano-30b-a3b:free,,,,0.0,0.0,1,high,
166,qwen-qwen3-235b-a22b-thinking-2507,kilo,qwen/qwen3-235b-a22b-thinking-2507,,,,0.0,0.0,1,high,
167,qwen-qwen3-4b,kilo,qwen/qwen3-4b:free,,,,0.0,0.0,1,high,
168,qwen-qwen3-coder,kilo,qwen/qwen3-coder:free,,,,0.0,0.0,1,high,
169,qwen-qwen3-next-80b-a3b-instruct,kilo,qwen/qwen3-next-80b-a3b-instruct:free,,,,0.0,0.0,1,high,
170,qwen-qwen3-vl-235b-a22b-thinking,kilo,qwen/qwen3-vl-235b-a22b-thinking,,,,0.0,0.0,1,high,
171,qwen-qwen3-vl-30b-a3b-thinking,kilo,qwen/qwen3-vl-30b-a3b-thinking,,,,0.0,0.0,1,high,
172,stepfun-step-3-5-flash,kilo,stepfun/step-3.5-flash:free,,,,0.0,0.0,1,high,
173,z-ai-glm-4-5-air,kilo,z-ai/glm-4.5-air:free,,,,0.0,0.0,1,high,
174,z-ai-glm-5,kilo,z-ai/glm-5:free,,,,0.0,0.0,1,high,
175,k2p5,kimi-for-coding,k2p5,,,,0.0,0.0,1,high,
176,lemonade-gemma-3-4b-it-gguf,lemonade,lemonade/Gemma-3-4b-it-GGUF,,,,0.0,0.0,1,high,
177,lemonade-gpt-oss-120b-mxfp-gguf,lemonade,lemonade/gpt-oss-120b-mxfp-GGUF,,,,0.0,0.0,1,high,
178,lemonade-gpt-oss-20b-mxfp4-gguf,lemonade,lemonade/gpt-oss-20b-mxfp4-GGUF,,,,0.0,0.0,1,high,
179,lemonade-qwen3-4b-instruct-2507-gguf,lemonade,lemonade/Qwen3-4B-Instruct-2507-GGUF,,,,0.0,0.0,1,high,
180,lemonade-qwen3-coder-30b-a3b-instruct-gguf,lemonade,lemonade/Qwen3-Coder-30B-A3B-Instruct-GGUF,,,,0.0,0.0,1,high,
181,cerebras-llama-4-maverick-17b-128e-instruct,llama,cerebras-llama-4-maverick-17b-128e-instruct,,,,0.0,0.0,1,high,
182,cerebras-llama-4-scout-17b-16e-instruct,llama,cerebras-llama-4-scout-17b-16e-instruct,,,,0.0,0.0,1,high,
183,groq-llama-4-maverick-17b-128e-instruct,llama,groq-llama-4-maverick-17b-128e-instruct,,,,0.0,0.0,1,high,
184,llama-3-3-8b-instruct,llama,llama-3.3-8b-instruct,,,,0.0,0.0,1,high,
185,llama-4-maverick-17b-128e-instruct-fp8,llama,llama-4-maverick-17b-128e-instruct-fp8,,,,0.0,0.0,1,high,
186,llama-4-scout-17b-16e-instruct-fp8,llama,llama-4-scout-17b-16e-instruct-fp8,,,,0.0,0.0,1,high,
187,qwen-qwen3-30b-a3b-2507,lmstudio,qwen/qwen3-30b-a3b-2507,,,,0.0,0.0,1,high,
188,qwen-qwen3-coder-30b,lmstudio,qwen/qwen3-coder-30b,,,,0.0,0.0,1,high,
189,mistral-small-3-2-24b-instruct-2506,meganova,mistralai/Mistral-Small-3.2-24B-Instruct-2506,,,,0.0,0.0,1,high,
190,minimax-m2-5-highspeed,minimax-cn-coding-plan,MiniMax-M2.5-highspeed,,,,0.0,0.0,1,high,
191,minimax-m2-5-highspeed,minimax-coding-plan,MiniMax-M2.5-highspeed,,,,0.0,0.0,1,high,
192,labs-devstral-small-2512,mistral,labs-devstral-small-2512,,,,0.0,0.0,1,high,
193,qwen-qwen3-235b-a22b-instruct-2507,modelscope,Qwen/Qwen3-235B-A22B-Instruct-2507,,,,0.0,0.0,1,high,
194,qwen-qwen3-235b-a22b-thinking-2507,modelscope,Qwen/Qwen3-235B-A22B-Thinking-2507,,,,0.0,0.0,1,high,
195,qwen-qwen3-30b-a3b-instruct-2507,modelscope,Qwen/Qwen3-30B-A3B-Instruct-2507,,,,0.0,0.0,1,high,
196,qwen-qwen3-30b-a3b-thinking-2507,modelscope,Qwen/Qwen3-30B-A3B-Thinking-2507,,,,0.0,0.0,1,high,
197,qwen-qwen3-coder-30b-a3b-instruct,modelscope,Qwen/Qwen3-Coder-30B-A3B-Instruct,,,,0.0,0.0,1,high,
198,zhipuai-glm-4-5,modelscope,ZhipuAI/GLM-4.5,,,,0.0,0.0,1,high,
199,zhipuai-glm-4-6,modelscope,ZhipuAI/GLM-4.6,,,,0.0,0.0,1,high,
200,auto-model,nano-gpt,auto-model,,,,0.0,0.0,1,high,
201,black-forest-labs-flux-dev,nebius,black-forest-labs/flux-dev,,,,0.0,0.0,1,high,
202,black-forest-labs-flux-schnell,nebius,black-forest-labs/flux-schnell,,,,0.0,0.0,1,high,
203,nova-2-lite-v1,nova,nova-2-lite-v1,,,,0.0,0.0,1,high,
204,nova-2-pro-v1,nova,nova-2-pro-v1,,,,0.0,0.0,1,high,
205,kwaipilot-kat-coder,novita-ai,kwaipilot/kat-coder,,,,0.0,0.0,1,high,
206,black-forest-labs-flux-1-dev,nvidia,black-forest-labs/flux.1-dev,,,,0.0,0.0,1,high,
207,codegemma-1-1-7b,nvidia,google/codegemma-1.1-7b,,,,0.0,0.0,1,high,
208,codegemma-7b,nvidia,google/codegemma-7b,,,,0.0,0.0,1,high,
209,codestral-22b-instruct-v0-1,nvidia,mistralai/codestral-22b-instruct-v0.1,,,,0.0,0.0,1,high,
210,deepseek-ai-deepseek-coder-6-7b-instruct,nvidia,deepseek-ai/deepseek-coder-6.7b-instruct,,,,0.0,0.0,1,high,
211,deepseek-ai-deepseek-r1,nvidia,deepseek-ai/deepseek-r1,,,,0.0,0.0,1,high,
212,deepseek-ai-deepseek-r1-0528,nvidia,deepseek-ai/deepseek-r1-0528,,,,0.0,0.0,1,high,
213,deepseek-ai-deepseek-v3-1,nvidia,deepseek-ai/deepseek-v3.1,,,,0.0,0.0,1,high,
214,deepseek-ai-deepseek-v3-1-terminus,nvidia,deepseek-ai/deepseek-v3.1-terminus,,,,0.0,0.0,1,high,
215,deepseek-ai-deepseek-v3-2,nvidia,deepseek-ai/deepseek-v3.2,,,,0.0,0.0,1,high,
216,gemma-2-27b-it,nvidia,google/gemma-2-27b-it,,,,0.0,0.0,1,high,
217,gemma-2-2b-it,nvidia,google/gemma-2-2b-it,,,,0.0,0.0,1,high,
218,gemma-3-12b-it,nvidia,google/gemma-3-12b-it,,,,0.0,0.0,1,high,
219,gemma-3-1b-it,nvidia,google/gemma-3-1b-it,,,,0.0,0.0,1,high,
220,gemma-3-27b-it,nvidia,google/gemma-3-27b-it,,,,0.0,0.0,1,high,
221,gemma-3n-e2b-it,nvidia,google/gemma-3n-e2b-it,,,,0.0,0.0,1,high,
222,mamba-codestral-7b-v0-1,nvidia,mistralai/mamba-codestral-7b-v0.1,,,,0.0,0.0,1,high,
223,meta-codellama-70b,nvidia,meta/codellama-70b,,,,0.0,0.0,1,high,
224,meta-llama-3-1-405b-instruct,nvidia,meta/llama-3.1-405b-instruct,,,,0.0,0.0,1,high,
225,meta-llama-3-1-70b-instruct,nvidia,meta/llama-3.1-70b-instruct,,,,0.0,0.0,1,high,
226,meta-llama-3-2-11b-vision-instruct,nvidia,meta/llama-3.2-11b-vision-instruct,,,,0.0,0.0,1,high,
227,meta-llama-3-2-1b-instruct,nvidia,meta/llama-3.2-1b-instruct,,,,0.0,0.0,1,high,
228,meta-llama-3-3-70b-instruct,nvidia,meta/llama-3.3-70b-instruct,,,,0.0,0.0,1,high,
229,meta-llama-4-maverick-17b-128e-instruct,nvidia,meta/llama-4-maverick-17b-128e-instruct,,,,0.0,0.0,1,high,
230,meta-llama-4-scout-17b-16e-instruct,nvidia,meta/llama-4-scout-17b-16e-instruct,,,,0.0,0.0,1,high,
231,meta-llama3-70b-instruct,nvidia,meta/llama3-70b-instruct,,,,0.0,0.0,1,high,
232,microsoft-phi-3-5-moe-instruct,nvidia,microsoft/phi-3.5-moe-instruct,,,,0.0,0.0,1,high,
